,filename,variables,clauses,SAT,time_cryptosat,result_random,time_random,branches_random,implications_random,result_two_clause,time_two_clause,branches_two_clause,implications_two_clause,result_max_freq,time_max_freq,branches_max_freq,implications_max_freq,result_DLCS,time_DLCS,branches_DLCS,implications_DLCS,result_VSIDS,time_VSIDS,branches_VSIDS,implications_VSIDS
135,randN50_K3_R4.3_L215_45.cnf,50,215,True,0.000136,SAT,0.010583,19,70,SAT,0.046593,32,505,SAT,0.070649,53,825,SAT,0.013788,16,116,SAT,0.007001,16,42
136,randN50_K3_R4.3_L215_230.cnf,50,215,True,0.000141,SAT,0.346864,230,2775,SAT,0.032217,19,386,SAT,0.042624,38,530,SAT,0.027311,18,250,SAT,0.045577,36,487
137,randN50_K3_R4.3_L215_138.cnf,50,215,True,2.8e-05,SAT,0.27621,177,2318,SAT,0.009148,10,73,SAT,0.006807,12,44,SAT,0.014879,16,104,SAT,0.006001,15,35
138,randN50_K3_R4.3_L215_219.cnf,50,215,True,0.000183,SAT,0.116405,92,1054,SAT,0.017869,18,146,SAT,0.006834,12,67,SAT,0.056232,40,522,SAT,0.013951,23,131
139,randN50_K3_R4.3_L215_129.cnf,50,215,True,8.7e-05,SAT,0.256365,179,2206,SAT,0.081333,51,770,SAT,0.018213,19,204,SAT,0.036206,27,367,SAT,0.034661,37,386
140,randN50_K3_R4.3_L215_201.cnf,50,215,True,4.7e-05,SAT,0.096195,79,945,SAT,0.030305,22,306,SAT,0.127947,89,1226,SAT,0.020364,21,139,SAT,0.007516,18,65
141,randN50_K3_R4.3_L215_103.cnf,50,215,True,8.7e-05,SAT,0.010499,22,66,SAT,0.008384,9,66,SAT,0.039862,41,468,SAT,0.009662,17,33,SAT,0.005711,21,29
142,randN50_K3_R4.3_L215_263.cnf,50,215,True,2.7e-05,SAT,0.222818,164,2034,SAT,0.021969,21,197,SAT,0.008136,12,74,SAT,0.011875,21,40,SAT,0.007223,21,30
143,randN50_K3_R4.3_L215_23.cnf,50,214,True,5.4e-05,SAT,0.429884,246,3301,SAT,0.05876,31,616,SAT,0.021881,19,303,SAT,0.124528,57,1113,SAT,0.079804,54,931
144,randN50_K3_R4.3_L215_70.cnf,50,214,True,5.5e-05,SAT,0.014998,21,117,SAT,0.033051,23,293,SAT,0.108079,70,1165,SAT,0.017402,17,103,SAT,0.006512,14,46
145,randN50_K3_R4.3_L215_228.cnf,50,214,True,0.000153,SAT,0.74658,337,4875,SAT,0.023965,15,276,SAT,0.014392,15,162,SAT,0.067836,46,650,SAT,0.038207,29,434
146,randN50_K3_R4.3_L215_222.cnf,50,215,True,5.2e-05,SAT,0.875659,405,5402,SAT,0.051036,32,581,SAT,0.049223,38,627,SAT,0.027741,22,266,SAT,0.011684,11,144
147,randN50_K3_R4.3_L215_150.cnf,50,215,True,0.000112,SAT,0.40188,233,3187,SAT,0.010611,12,78,SAT,0.06162,44,700,SAT,0.024843,18,209,SAT,0.055978,39,591
148,randN50_K3_R4.3_L215_55.cnf,50,215,True,0.0002,SAT,0.179358,126,1723,SAT,0.016974,18,130,SAT,0.024412,22,223,SAT,0.015753,16,111,SAT,0.009151,21,71
149,randN50_K3_R4.3_L215_130.cnf,50,215,True,2.3e-05,SAT,0.073368,67,804,SAT,0.010305,11,115,SAT,0.021636,23,244,SAT,0.00862,11,40,SAT,0.006793,17,34
150,randN50_K3_R4.3_L215_207.cnf,50,215,True,3.2e-05,SAT,0.073845,67,813,SAT,0.007761,13,40,SAT,0.030869,30,314,SAT,0.030206,29,211,SAT,0.011841,24,93
151,randN50_K3_R4.3_L215_85.cnf,50,215,True,0.000125,SAT,0.185519,128,1736,SAT,0.106795,61,1108,SAT,0.095745,62,1036,SAT,0.059893,33,541,SAT,0.051411,42,565
152,randN50_K3_R4.3_L215_82.cnf,50,215,True,0.000151,SAT,0.192378,148,1681,SAT,0.023779,24,209,SAT,0.063495,45,768,SAT,0.065039,44,566,SAT,0.086161,69,878
153,randN50_K3_R4.3_L215_202.cnf,50,215,True,6.7e-05,SAT,0.012913,24,129,SAT,0.050558,43,452,SAT,0.072469,57,768,SAT,0.073189,44,596,SAT,0.02958,32,330
154,randN50_K3_R4.3_L215_174.cnf,50,215,True,3.9e-05,SAT,0.465659,269,3466,SAT,0.01391,12,127,SAT,0.056866,49,654,SAT,0.01584,18,84,SAT,0.022013,32,211
155,randN50_K3_R4.3_L215_13.cnf,50,215,True,3.3e-05,SAT,0.387904,250,3006,SAT,0.054215,35,575,SAT,0.032864,30,355,SAT,0.007057,8,43,SAT,0.008236,15,83
156,randN50_K3_R4.3_L215_92.cnf,50,215,True,3.1e-05,SAT,0.023943,34,257,SAT,0.046109,31,490,SAT,0.039132,39,411,SAT,0.014339,16,89,SAT,0.023373,32,235
157,randN50_K3_R4.3_L215_48.cnf,50,215,True,9.2e-05,SAT,0.078911,81,840,SAT,0.036041,25,432,SAT,0.036538,34,528,SAT,0.079315,58,707,SAT,0.038569,44,390
158,randN50_K3_R4.3_L215_46.cnf,50,214,True,5.5e-05,SAT,0.052366,46,593,SAT,0.025862,26,225,SAT,0.010177,20,92,SAT,0.01692,22,106,SAT,0.006441,20,31
159,randN50_K3_R4.3_L215_94.cnf,50,215,True,4.9e-05,SAT,0.076235,64,832,SAT,0.005234,5,56,SAT,0.015362,14,216,SAT,0.012158,13,90,SAT,0.010377,20,102
160,randN50_K3_R4.3_L215_100.cnf,50,215,True,6.5e-05,SAT,0.058779,56,637,SAT,0.007296,8,54,SAT,0.023654,20,258,SAT,0.034785,31,287,SAT,0.020505,32,219
161,randN50_K3_R4.3_L215_60.cnf,50,215,True,0.000106,SAT,0.123582,102,1318,SAT,0.063559,39,628,SAT,0.006347,12,55,SAT,0.019559,16,155,SAT,0.036411,34,386
162,randN50_K3_R4.3_L215_191.cnf,50,215,True,9.8e-05,SAT,0.105929,73,1029,SAT,0.025622,17,260,SAT,0.006896,10,73,SAT,0.025584,19,216,SAT,0.00618,9,59
163,randN50_K3_R4.3_L215_117.cnf,50,215,True,0.000129,SAT,1.055466,436,6236,SAT,0.014241,10,145,SAT,0.102316,62,1153,SAT,0.019952,17,182,SAT,0.059875,42,547
164,randN50_K3_R4.3_L215_126.cnf,50,215,True,7.7e-05,SAT,0.168577,130,1486,SAT,0.032291,23,343,SAT,0.008388,13,101,SAT,0.030362,25,242,SAT,0.054526,42,615
165,randN50_K3_R4.3_L215_199.cnf,50,215,True,0.000127,SAT,0.411921,252,3117,SAT,0.06396,41,700,SAT,0.03485,36,394,SAT,0.047608,33,429,SAT,0.013607,20,122
166,randN50_K3_R4.3_L215_144.cnf,50,215,True,2.1e-05,SAT,0.158718,118,1463,SAT,0.046521,32,504,SAT,0.038941,30,479,SAT,0.099385,55,917,SAT,0.046856,36,561
167,randN50_K3_R4.3_L215_270.cnf,50,215,True,0.000126,SAT,0.107175,82,1123,SAT,0.024175,23,218,SAT,0.071109,66,804,SAT,0.013516,18,68,SAT,0.014225,23,106
168,randN50_K3_R4.3_L215_221.cnf,50,215,True,1.5e-05,SAT,0.167852,121,1794,SAT,0.031984,22,329,SAT,0.0326,35,371,SAT,0.021026,23,181,SAT,0.026143,32,276
169,randN50_K3_R4.3_L215_236.cnf,50,215,True,3.1e-05,SAT,0.057709,56,614,SAT,0.023463,22,206,SAT,0.012037,16,121,SAT,0.030381,25,249,SAT,0.024611,25,260
170,randN50_K3_R4.3_L215_289.cnf,50,215,True,6.9e-05,SAT,0.07527,68,855,SAT,0.007892,13,37,SAT,0.029319,28,375,SAT,0.049069,32,479,SAT,0.019194,25,213
